Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Book Title,Series Name,Series Number,Genre
6339664,"Hush, Hush",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989412""","=""9781416989417""",4,3.92,Simon & Schuster,Hardcover,391.0,2009,2009.0,,2024/02/01,,,read,1,0,"Hush, Hush","Hush, Hush",1.0,Juvenile Fiction
7791997,Crescendo,Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989439""","=""9781416989431""",4,3.98,Simon & Schuster,Hardcover,427.0,2010,2010.0,,2024/02/01,,,read,1,0,Crescendo,"Hush, Hush",2.0,History
5152478,Wintergirls,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""067001110X""","=""9780670011100""",4,3.96,Viking Books for Young Readers,Hardcover,278.0,2009,2009.0,,2024/02/03,,,read,1,0,Wintergirls,,,Young Adult Fiction
131267546,To Kill a Mockingbrd,Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.26,Efinito,Hardcover,300.0,2022,1960.0,,2024/02/25,,,read,1,0,To Kill a Mockingbrd,,,Classic Fiction
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",5,3.8,Back Bay Books,Paperback,277.0,2001,1951.0,,2024/02/25,,,read,1,0,The Catcher in the Rye,,,Fiction
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",5,4.24,MTV Books/Pocket Books,Hardcover,213.0,1999,2009.0,,2024/02/25,,,read,1,0,The Perks of Being a Wallflower,,,Young Adult Fiction
28132722,Harry Potter and the Sorcerer's Stone,J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",4,4.47,Pottermore from J.K. Rowling,ebook,309.0,2015,1997.0,2024/07/02,2024/01/29,,,read,1,0,Harry Potter and the Sorcerer's Stone,Harry Potter,1.0,Fantasy
202507554,When the Moon Hatched,Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,4.0,,Kindle Edition,718.0,2024,2024.0,,2024/06/30,to-read,to-read (#129),to-read,0,0,When the Moon Hatched,Moonfall,1.0,Fantasy
9717320,Divergent,Veronica Roth,"Roth, Veronica",,"=""""","=""""",3,4.13,Katherine Tegen Books,ebook,342.0,2011,2011.0,2024/06/28,2024/06/09,,,read,1,0,Divergent,Divergent,1.0,Young Adult Fiction
131036965,Forsaken Mate,Vasilisa Drake,"Drake, Vasilisa",,"=""""","=""""",0,3.77,,Kindle Edition,249.0,2023,,,2024/06/27,to-read,to-read (#128),to-read,0,0,Forsaken Mate,Shifted Fates,1.0,Fantasy
199420138,Gleam,Raven Kennedy,"Kennedy, Raven",,"=""1464224439""","=""9781464224430""",5,4.38,Bloom Books,Paperback,784.0,2024,2021.0,2024/06/24,2024/06/15,,,read,1,0,Gleam,The Plated Prisoner,3.0,Romantasy
17210598,The Bunker Diary,Kevin Brooks,"Brooks, Kevin",,"=""0141326123""","=""9780141326122""",0,3.8,Penguin,Paperback,268.0,2013,2013.0,,2024/06/24,to-read,to-read (#127),to-read,0,0,The Bunker Diary,,,Conduct of life
40471,Outer Dark,Cormac McCarthy,"McCarthy, Cormac",,"=""0330314920""","=""9780330314923""",0,3.89,Picador,Paperback,256.0,2007,1968.0,,2024/06/24,to-read,to-read (#126),to-read,0,0,Outer Dark,,,Abandoned children
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288.0,2010,2005.0,,2024/06/24,to-read,to-read (#125),to-read,0,0,Never Let Me Go,,,Fiction
60310757,Lightlark,Alex Aster,"Aster, Alex",,"=""1419760866""","=""9781419760860""",0,3.85,Harry N. Abrams,Hardcover,416.0,2022,2022.0,,2024/06/23,to-read,to-read (#124),to-read,0,0,Lightlark,Lightlark,1.0,Young Adult Fiction
123471760,Spark of the Everflame,Penn Cole,"Cole, Penn",,"=""""","=""""",0,4.18,,Kindle Edition,438.0,2023,2023.0,,2024/06/22,to-read,to-read (#123),to-read,0,0,Spark of the Everflame,Kindred's Curse,1.0,Fantasy
1584974,Lord of the Fading Lands,C.L. Wilson,"Wilson, C.L.",,"=""0843959770""","=""9780843959772""",0,3.95,Dorchester Pub Co Inc,Paperback,406.0,2007,2007.0,,2024/06/21,to-read,to-read (#122),to-read,0,0,Lord of the Fading Lands,Tairen Soul,1.0,Fantasy
11387515,Wonder,R.J. Palacio,"Palacio, R.J.",,"=""0375869026""","=""9780375869020""",0,4.36,Alfred A. Knopf,Hardcover,315.0,2012,2012.0,,2024/06/18,to-read,to-read (#121),to-read,0,0,Wonder,Wonder,1.0,Juvenile Fiction
196864520,Butcher & Blackbird,Brynne Weaver,"Weaver, Brynne",,"=""""","=""9798857497074""",0,4.02,Independently Published,Paperback,360.0,2023,2023.0,,2024/06/16,to-read,to-read (#120),to-read,0,0,Butcher & Blackbird,The Ruinous Love Trilogy,1.0,Boston (Mass.)
61116344,Glint,Raven Kennedy,"Kennedy, Raven",,"=""1405955058""","=""9781405955058""",5,4.16,Penguin,Kindle Edition,469.0,2022,2021.0,2024/06/15,2024/06/12,,,read,1,0,Glint,Plated Prisoner,2.0,Romantasy
56212081,Gild,Raven Kennedy,"Kennedy, Raven",,"=""8691989076""","=""9788691989071""",4,3.6,Independently published,Paperback,386.0,2020,2020.0,2024/06/12,2024/03/11,,,read,1,0,Gild,The Plated Prisoner,1.0,Fantasy
54102531,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",5,4.25,Anchor ,Kindle Edition,210.0,2019,2019.0,2024/06/10,2024/05/23,,,read,1,0,The Nickel Boys,,,Literary Fiction
2113260,Shades of Grey,Jasper Fforde,"Fforde, Jasper",,"=""0670019631""","=""9780670019632""",0,4.15,Viking,Hardcover,390.0,2009,2009.0,,2024/06/09,to-read,to-read (#119),to-read,0,0,Shades of Grey,Shades of Grey,1.0,Fiction
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",0,4.23,HarperCollins GB,Paperback,390.0,2018,2017.0,,2024/06/09,to-read,to-read (#118),to-read,0,0,Eleanor Oliphant Is Completely Fine,,,Chick lit
59820919,City of Gods and Monsters,Kayla   Edwards,"Edwards, Kayla",,"=""1777880734""","=""9781777880736""",0,3.79,,ebook,760.0,2022,2022.0,,2024/06/08,to-read,to-read (#117),to-read,0,0,City of Gods and Monsters,House of Devils,1.0,Fiction
58210349,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072653""","=""9780063072657""",5,3.82,William Morrow Paperbacks,Paperback,292.0,2023,2022.0,2024/06/07,2024/05/23,,,read,1,0,How High We Go in the Dark,,,FICTION
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.6,Granta Books,Hardcover,247.0,2020,2018.0,,2024/05/30,to-read,to-read (#116),to-read,0,0,Earthlings,,,Fiction
20344877,We Are All Completely Fine,Daryl Gregory,"Gregory, Daryl",,"=""1616961716""","=""9781616961718""",0,3.74,Tachyon Publications,Paperback,182.0,2014,2014.0,,2024/05/30,to-read,to-read (#115),to-read,0,0,We Are All Completely Fine,,,Horror
33124137,Pet Sematary,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,580.0,2014,1983.0,,2024/05/30,to-read,to-read (#114),to-read,0,0,Pet Sematary,,,Horror
25852828,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0804172706""","=""9780804172707""",5,4.29,Vintage,Paperback,816.0,2016,2015.0,2024/05/29,2024/01/29,,,read,1,0,A Little Life,,,Fiction
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.1,William Morrow,Hardcover,373.0,2020,2020.0,,2024/05/28,to-read,to-read (#113),to-read,0,0,My Dark Vanessa,,,Fiction
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.74,Doubleday,Hardcover,720.0,2022,2022.0,,2024/05/28,to-read,to-read (#112),to-read,0,0,To Paradise,,,Fiction
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage Books,Paperback,559.0,2004,1992.0,,2024/05/28,to-read,to-read (#111),to-read,0,0,The Secret History,,,Fiction
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.38,Vintage,Paperback,603.0,1997,1995.0,,2024/05/28,to-read,to-read (#110),to-read,0,0,A Fine Balance,,,Fiction
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Hogarth Press,Hardcover,582.0,2017,2017.0,,2024/05/28,to-read,to-read (#109),to-read,0,0,The Heart's Invisible Furies,,,Literary Fiction
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.47,Harper,Hardcover,560.0,2022,2022.0,,2024/05/28,to-read,to-read (#108),to-read,0,0,Demon Copperhead,,,Literary Fiction
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.02,Penguin Press,Hardcover,246.0,2019,2019.0,,2024/05/28,to-read,to-read (#107),to-read,0,0,On Earth We're Briefly Gorgeous,,,Fiction
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221.0,2006,2005.0,,2024/02/01,,,read,1,0,Looking for Alaska,,,Juvenile Fiction
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.96,"Little, Brown",Hardcover,771.0,2013,2013.0,,2024/05/28,to-read,to-read (#106),to-read,0,0,The Goldfinch,,,Fiction
227711,I Know This Much Is True,Wally Lamb,"Lamb, Wally",,"=""0060987561""","=""9780060987565""",0,4.21,HarpPeren,Paperback,897.0,1999,1998.0,,2024/05/23,to-read,to-read (#105),to-read,0,0,I Know This Much Is True,,,Fiction
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,"=""0679644199""","=""9780679644194""",0,4.03,Random House,Hardcover,360.0,2012,2012.0,,2024/05/20,to-read,to-read (#104),to-read,0,0,Tell the Wolves I'm Home,,,Fiction
59986018,The Book of Azrael,Amber V. Nicole,"Nicole, Amber V.",,"=""""","=""""",0,4.12,Rose and Star Publishing,Kindle Edition,572.0,2022,2022.0,2024/05/13,2024/03/11,,,read,1,0,The Book of Azrael,Gods & Monsters,1.0,Fantasy
36121086,Saving Noah,Lucinda Berry,"Berry, Lucinda",,"=""""","=""""",0,3.91,Rise Press,ebook,259.0,2017,2017.0,,2024/04/18,to-read,to-read (#103),to-read,0,0,Saving Noah,,,Romance
62343413,No One Rides For Free,Judith Sonnet,"Sonnet, Judith",,"=""""","=""""",0,2.73,,Kindle Edition,76.0,2022,2022.0,,2024/04/16,to-read,to-read (#102),to-read,0,0,No One Rides For Free,,,Horror
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.84,Doubleday,Hardcover,498.0,2019,2019.0,,2024/04/12,to-read,to-read (#101),to-read,0,0,The Starless Sea,,,Fiction
18505792,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255665""","=""9780062255662""",0,4.02,William Morrow,Paperback,195.0,2014,2013.0,,2024/04/12,to-read,to-read (#100),to-read,0,0,The Ocean at the End of the Lane,,,Fiction
195580026,Brutal Prince,Sophie Lark,"Lark, Sophie",,"=""""","=""""",0,3.74,,Kindle Edition,376.0,2023,2020.0,,2024/04/12,to-read,to-read (#99),to-read,0,0,Brutal Prince,Brutal Birthright,1.0,Romance
55868456,The Spear Cuts Through Water,Simon Jimenez,"Jimenez, Simon",,"=""0593156595""","=""9780593156599""",0,4.16,Del Rey,Hardcover,525.0,2022,2022.0,,2024/04/12,to-read,to-read (#98),to-read,0,0,The Spear Cuts Through Water,,,Fiction
58132544,A River Enchanted,Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",0,4.07,Harper Voyager,Hardcover,480.0,2022,2022.0,,2024/04/05,to-read,to-read (#97),to-read,0,0,A River Enchanted,Elements of Cadence,1.0,Fiction
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272.0,2020,2020.0,2024/04/05,2024/01/29,,,read,1,0,Piranesi,,,Fantasy
363783,Daughter of the Blood,Anne Bishop,"Bishop, Anne",,"=""0451461487""","=""9780451461483""",0,4.03,Ace,Paperback,384.0,2007,1998.0,,2024/04/04,to-read,to-read (#96),to-read,0,0,Daughter of the Blood,The Black Jewels,1.0,Fiction
60748,"A Child Called ""It""",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",0,4.14,Health Communications Inc,Paperback,184.0,1995,1995.0,,2024/04/02,,,read,1,0,"A Child Called ""It""",Dave Pelzer,1.0,Memoir
37781,Things Fall Apart,Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215.0,1994,1958.0,,2024/01/29,,,read,1,0,Things Fall Apart,The African Trilogy,1.0,Classic Fiction
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Barbara Mooyaart-Doubleday, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",0,4.2,Bantam,Mass Market Paperback,283.0,1993,1947.0,,2024/04/02,,,read,1,0,The Diary of a Young Girl,,,Memoir
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152.0,1990,1978.0,,2024/04/02,to-read,to-read (#95),to-read,0,0,The Stand,,,Horror
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327.0,2002,1884.0,,2024/04/02,,,read,1,0,The Adventures of Huckleberry Finn,,,Fiction
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541.0,2006,-700.0,,2024/04/02,,,read,1,0,The Odyssey,,,Fiction
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",0,4.14,Puffin Books (US/CAN),Mass Market Paperback,208.0,1997,1967.0,,2024/04/02,,,read,1,0,The Outsiders,,,Young Adult Fiction
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.17,Children's Classics,Hardcover,331.0,1998,1911.0,,2024/04/02,,,read,1,0,The Secret Garden,,,Juvenile Fiction
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.21,HarperCollinsPublishers,Paperback,184.0,2001,1952.0,,2024/04/02,,,read,1,0,Charlotte’s Web,,,Juvenile Fiction
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.38,HarperCollins Publishers,Hardcover,64.0,1964,1964.0,,2024/04/02,,,read,1,0,The Giving Tree,,,Juvenile Fiction
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491.0,2006,1990.0,,2024/04/02,to-read,to-read (#94),to-read,0,0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",,,Fantasy
6320534,Under the Dome,Stephen        King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.93,Scribner,Hardcover,1074.0,2009,2009.0,,2024/03/30,to-read,to-read (#93),to-read,0,0,Under the Dome,,,Fiction
204624472,The Veiled Kingdom,Holly Renee,"Renee, Holly",,"=""""","=""""",0,3.81,,Kindle Edition,364.0,2024,2024.0,,2024/03/28,to-read,to-read (#92),to-read,0,0,The Veiled Kingdom,The Veiled Kingdom,1.0,Fantasy
7157310,Rot & Ruin,Jonathan Maberry,"Maberry, Jonathan",,"=""1442402326""","=""9781442402324""",0,4.1,Simon & Schuster Books For Young Readers,Hardcover,458.0,2010,2010.0,,2024/03/28,,,read,1,0,Rot & Ruin,Rot & Ruin,1.0,Comics & Graphic Novels
2820533,Deadly Little Secret,Laurie Faria Stolarz,"Stolarz, Laurie Faria",,"=""1423111443""","=""9781423111443""",0,3.86,Hyperion,Hardcover,252.0,2008,2008.0,,2024/03/28,,,read,1,0,Deadly Little Secret,Touch,1.0,Juvenile Fiction
2273246,Dead Is the New Black,Marlene Perez,"Perez, Marlene",,"=""0152064087""","=""9780152064082""",0,3.97,Clarion Books,Paperback,190.0,2008,2008.0,,2024/03/28,,,read,1,0,Dead Is the New Black,Dead Is,1.0,Juvenile Fiction
58988311,Curse of Shadows and Thorns,L.J. Andrews,"Andrews, L.J.",,"=""""","=""""",0,4.0,Bowker,Paperback,348.0,2021,2021.0,,2024/03/25,to-read,to-read (#91),to-read,0,0,Curse of Shadows and Thorns,The Broken Kingdoms,1.0,Fantasy
46261182,The Awakening,Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.82,Dark Ink Publishing,Kindle Edition,436.0,2019,2019.0,,2024/03/25,to-read,to-read (#90),to-read,0,0,The Awakening,Zodiac Academy,1.0,Fantasy
27883214,Caraval,Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.97,Flatiron Books,Hardcover,407.0,2017,2016.0,,2024/03/21,to-read,to-read (#89),to-read,0,0,Caraval,Caraval,1.0,Juvenile Fiction
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288.0,2020,2020.0,,2024/03/20,to-read,to-read (#88),to-read,0,0,The Midnight Library,,,Fiction
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.37,Tor Books,Kindle Edition,394.0,2020,2020.0,,2024/03/20,to-read,to-read (#87),to-read,0,0,The House in the Cerulean Sea,Cerulean Chronicles,1.0,Fantasy
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.08,Tor Books,Hardcover,243.0,2022,2022.0,,2024/03/20,to-read,to-read (#86),to-read,0,0,Nettle & Bone,,,Fantasy
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.3,Houghton Mifflin,Paperback,366.0,2002,1937.0,,2024/03/20,,,read,1,0,"The Hobbit, or There and Back Again",,,Fantasy
13496,A Game of Thrones,George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.45,Bantam,Mass Market Paperback,835.0,2005,1996.0,,2024/03/20,to-read,to-read (#85),to-read,0,0,A Game of Thrones,A Song of Ice and Fire,1.0,Fantasy
75712384,Bonded by Thorns,Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,3.92,Luna Fox Press,Kindle Edition,348.0,2023,2023.0,,2024/03/20,to-read,to-read (#84),to-read,0,0,Bonded by Thorns,Beasts of the Briar,1.0,Romantasy
131968668,Ruthless Enemy,Marion Blackwood,"Blackwood, Marion",,"=""9198802461""","=""9789198802467""",0,3.99,Black Dagger Publishing,Paperback,316.0,2023,2023.0,,2024/03/18,to-read,to-read (#83),to-read,0,0,Ruthless Enemy,Ruthless Enemy,1.0,Fiction
52373510,Gone to See the River Man,Kristopher Triana,"Triana, Kristopher",,"=""""","=""""",0,3.65,Cemetery Dance Publications,Kindle Edition,182.0,2020,2020.0,,2024/03/16,to-read,to-read (#82),to-read,0,0,Gone to See the River Man,,,Horror
35396201,The Black Farm,Elias Witherow,"Witherow, Elias",,"=""""","=""""",0,3.92,,Kindle Edition,325.0,2017,2017.0,,2024/03/16,to-read,to-read (#81),to-read,0,0,The Black Farm,The Black Farm,1.0,Horror
18652002,The Bees,Laline Paull,"Paull, Laline",,"=""0062331159""","=""9780062331151""",5,3.71,Ecco,Hardcover,340.0,2014,2014.0,2024/03/15,2024/01/29,,,read,1,0,The Bees,,,Fiction
62977071,Fear the Flames,Olivia Rose Darling,"Darling, Olivia Rose",,"=""""","=""""",0,3.76,,Kindle Edition,586.0,2022,2022.0,,2024/03/11,to-read,to-read (#80),to-read,0,0,Fear the Flames,Fear the Flames,1.0,Fantasy
58650445,Heavenly Bodies,Imani Erriu,"Erriu, Imani",,"=""""","=""""",0,3.99,,Paperback,619.0,2022,2022.0,,2024/03/11,to-read,to-read (#79),to-read,0,0,Heavenly Bodies,Heavenly Bodies,1.0,Fantasy
60109530,Keep It in the Family,John Marrs,"Marrs, John",,"=""1542017289""","=""9781542017282""",0,4.07,Thomas & Mercer,Kindle Edition,380.0,2022,2022.0,,2024/03/08,to-read,to-read (#78),to-read,0,0,Keep It in the Family,,,Thriller
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""""","=""""",0,3.78,Scribner,Paperback,209.0,2020,2017.0,,2024/03/06,to-read,to-read (#77),to-read,0,0,Tender Is the Flesh,,,Horror
17571466,The Troop,Nick Cutter,"Cutter, Nick",,"=""1476717710""","=""9781476717715""",0,3.83,Gallery Books,Hardcover,358.0,2014,2014.0,,2024/03/06,to-read,to-read (#76),to-read,0,0,The Troop,,,Horror
7159515,Still Missing,Chevy Stevens,"Stevens, Chevy",,"=""0312595670""","=""9780312595678""",0,4.0,St. Martin's Press,Hardcover,342.0,2010,2010.0,,2024/03/06,to-read,to-read (#75),to-read,0,0,Still Missing,,,Thriller
21726,The Ruins,Scott        Smith,"Smith, Scott",,"=""1400043875""","=""9781400043873""",0,3.69,Alfred A. Knopf,Hardcover,336.0,2006,2006.0,,2024/03/06,to-read,to-read (#74),to-read,0,0,The Ruins,,,Fiction
345627,Vampire Academy,Richelle Mead,"Mead, Richelle",,"=""159514174X""","=""9781595141743""",0,4.1,Razorbill,Paperback,332.0,2007,2007.0,,2024/03/05,to-read,to-read (#73),to-read,0,0,Vampire Academy,Vampire Academy,1.0,Young Adult Fiction
10194157,Shadow and Bone,Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",0,3.92,Henry Holt & Company,Hardcover,358.0,2012,2012.0,,2024/03/05,to-read,to-read (#72),to-read,0,0,Shadow and Bone,Shadow and Bone,1.0,Ability
256683,City of Bones,Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485.0,2007,2007.0,,2024/03/05,to-read,to-read (#71),to-read,0,0,City of Bones,The Mortal Instruments,1.0,Juvenile Fiction
22328546,Red Queen,Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",0,3.98,HarperTeen,Hardcover,388.0,2015,2015.0,,2024/03/05,to-read,to-read (#70),to-read,0,0,Red Queen,Red Queen,1.0,Young Adult Fiction
10576365,The Darkest Minds,Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",0,4.15,Disney Hyperion,Hardcover,488.0,2012,2012.0,,2024/03/05,to-read,to-read (#69),to-read,0,0,The Darkest Minds,The Darkest Minds,1.0,Juvenile Fiction
42265183,The Beautiful,Renée Ahdieh,"Ahdieh, Renée",,"=""1524738174""","=""9781524738174""",0,3.65,G.P. Putnam's Sons Books for Young Readers,Hardcover,425.0,2019,2019.0,,2024/03/05,to-read,to-read (#68),to-read,0,0,The Beautiful,The Beautiful,1.0,Young Adult Fiction
23203252,A Shadow Bright and Burning,Jessica Cluess,"Cluess, Jessica",,"=""0553535919""","=""9780553535914""",0,3.73,Random House BFYR,Library Binding,416.0,2016,2016.0,,2024/03/05,to-read,to-read (#67),to-read,0,0,A Shadow Bright and Burning,Kingdom on Fire,1.0,Juvenile Fiction
28187,The Lightning Thief,Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377.0,2006,2005.0,,2024/03/04,,,read,1,0,The Lightning Thief,Percy Jackson and the Olympians,1.0,Juvenile Fiction
688191,Everlost,Neal Shusterman,"Shusterman, Neal",,"=""0689872372""","=""9780689872372""",0,3.96,Simon & Schuster Books for Young Readers,Hardcover,320.0,2006,2006.0,,2024/03/04,,,read,1,0,Everlost,The Skinjacker Trilogy,1.0,Young Adult Fiction
764347,Unwind,Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,337.0,2007,2007.0,,2024/03/04,,,read,1,0,Unwind,Unwind,1.0,Young Adult Fiction
3975774,Evermore,Alyson Noel,"Noel, Alyson",,"=""031253275X""","=""9780312532758""",0,3.6,St. Martin's Griffin,Paperback,301.0,2009,2009.0,,2024/03/04,,,read,1,0,Evermore,The Immortals,1.0,Music
